microscope,elm,tree,woody plant,vascular plant
microwave diathermy machine,improvidence,imprudence,incaution,carelessness
midazolam,dwelling,housing,structure,artifact
military quarters,Mongolian monetary unit,monetary unit,unit of measurement,definite quantity
minicomputer,mash,suspension,mixture,substance
minute gun,Mexican monetary unit,monetary unit,unit of measurement,definite quantity
molindone,beverage,liquid,fluid,substance
monkey bridge,religious person,person,organism,living thing
mosque,vehicular traffic,traffic,collection,group
motorcycle,deathrate,rate,magnitude relation,relation
motor hotel,grass,gramineous plant,herb,vascular plant
mountain tent,flower,angiosperm,spermatophyte,vascular plant
mouse-tooth forceps,earthenware,ceramic ware,utensil,implement
movable barrier,combatant,person,organism,living thing
mudhif,Norse deity,deity,spiritual being,belief
muffle,biscuit,quick bread,bread,starches
multiprocessor,worker,person,organism,living thing
music hall,Hindu deity,deity,spiritual being,belief
nafcillin,swindle,fraud,crime,transgression
narrowbody aircraft,relative,person,organism,living thing
narthex,dishonorableness,unrighteousness,immorality,quality
nasotracheal tube,electrical phenomenon,physical phenomenon,natural phenomenon,phenomenon
navy base,willow,tree,woody plant,vascular plant
necklace,tracked vehicle,self-propelled vehicle,wheeled vehicle,container
neckpiece,endorphin,peptide,amide,organic compound
nightwear,drink,helping,small indefinite quantity,indefinite quantity
ninepin,epithelium,animal tissue,tissue,body part
Nissen hut,spurge,shrub,woody plant,vascular plant
nitrazepam,faith healing,care,work,activity
nitrous oxide,cerebral artery,artery,blood vessel,vessel
nogging,engineer,person,organism,living thing
nuclear weapon,wood,plant material,material,substance
oast,peer,person,organism,living thing
object ball,tent,shelter,structure,artifact
odd-leg caliper,reed,gramineous plant,herb,vascular plant
oil paint,clothing,consumer goods,commodity,artifact
Olympian Zeus,feather,animal material,material,substance
organ stop,wildflower,angiosperm,spermatophyte,vascular plant
orthoscope,leader,person,organism,living thing
outerwear,decree,act,legal document,document
outhouse,graft,animal tissue,tissue,body part
outside caliper,African,person,organism,living thing
outside mirror,optical phenomenon,physical phenomenon,natural phenomenon,phenomenon
oven thermometer,right,abstraction,concept,idea
oxacillin,copal,natural resin,resin,organic compound
oxazepam,engineer,person,organism,living thing
oxcart,culture,society,social group,group
oxyacetylene torch,amphibole,mineral,material,substance
palisade,flowering shrub,shrub,woody plant,vascular plant
pan,animal oil,animal material,material,substance
paper towel,inclination,attitude,cognition,psychological feature
parallel circuit,bolete,fungus,organism,living thing
parapet,fat,lipid,macromolecule,molecule
parquet,wildflower,angiosperm,spermatophyte,vascular plant
party favor,muscle,contractile organ,organ,body part
pastry cart,billiard ball,ball,game equipment,equipment
patch pocket,propeller plane,airplane,heavier-than-air craft,aircraft
pavement,horsetail,fern ally,pteridophyte,vascular plant
pavilion,animal oil,animal material,material,substance
penicillin V potassium,presentness,timing,temporal arrangement,temporal property
penile implant,paint,coloring material,material,substance
penthouse,subshrub,shrub,woody plant,vascular plant
perphenazine,tulip,liliaceous plant,bulbous plant,vascular plant
personal computer,adult,person,organism,living thing
Phillips screwdriver,bryophyte,nonvascular organism,organism,living thing
photocoagulator,treatment,care,work,activity
pier,bore bit,drill,tool,implement
pilot balloon,Tunisian monetary unit,monetary unit,unit of measurement,definite quantity
pilot burner,classical mythology,mythology,collection,group
pilot engine,contract,written agreement,agreement,statement
pin,benzodiazepine,muscle relaxant,relaxant,drug
pince-nez,barrier,obstruction,structure,artifact
pinnacle,thermometer,measuring instrument,instrument,device
plastering trowel,intellectual,person,organism,living thing
plastic laminate,pigment,coloring material,material,substance
playing card,candida,fungus,organism,living thing
plywood,beech,tree,woody plant,vascular plant
pneumatic drill,electrical phenomenon,physical phenomenon,natural phenomenon,phenomenon
pocket-handkerchief,sansevieria,agave,desert plant,vascular plant
pointing trowel,saturated fatty acid,fatty acid,carboxylic acid,acid
pony cart,capsicum,shrub,woody plant,vascular plant
pop tent,energy,physical phenomenon,natural phenomenon,phenomenon
portrait lens,thorn apple,shrub,woody plant,vascular plant
positron emission tomography scanner,expert,person,organism,living thing
post exchange,opportunity cost,cost,outgo,transferred property
posthole digger,advocate,person,organism,living thing
pot,classical mythology,mythology,collection,group
power loom,board game,parlor game,game,activity
power mower,delay line,circuit,electrical device,device
praetorium,discourse,language unit,part,relation
presidio,root,plant organ,plant part,natural object
press of sail,pastness,timing,temporal arrangement,temporal property
pressure gauge,skin,body covering,covering,natural object
pressurized water reactor,linguistics,science,discipline,knowledge domain
printed circuit,enzyme,catalyst,activator,substance
procaine hydrochloride,rein,strap,leather strip,implement
proctoscope,muffin,quick bread,bread,starches
propellant explosive,dollar,monetary unit,unit of measurement,definite quantity
propjet,martial art,self-defense,protection,activity
proportional counter tube,uncreativeness,inability,cognition,psychological feature
protective garment,African,person,organism,living thing
pruning shears,adipose tissue,animal tissue,tissue,body part
psychrometer,grass,gramineous plant,herb,vascular plant
public house,fig tree,tree,woody plant,vascular plant
punched card,web site,computer,machine,device
pup tent,African,person,organism,living thing
pyramidal tent,fibril,fiber,material,substance
pyrometer,platform,horizontal surface,surface,artifact
Quaker gun,mixed-blood,person,organism,living thing
quartz lamp,dressing,sauce,condiment,flavorer
R-2,wood,plant material,material,substance
radio antenna,advocate,person,organism,living thing
radio station,monster,imaginary being,imagination,creativity
railhead,word,language unit,part,relation
railing,wood,plant material,material,substance
railroad flat,bolete,fungus,organism,living thing
railway station,hyperemia,congestion,symptom,evidence
rain gauge,refraction,physical phenomenon,natural phenomenon,phenomenon
ranch house,false asphodel,liliaceous plant,bulbous plant,vascular plant
rapid transit,wood,plant material,material,substance
rapier,payment,cost,outgo,transferred property
rathskeller,African,person,organism,living thing
reaction-propulsion engine,rock 'n' roll,popular music,music genre,expressive style
ready-to-wear,shears,scissors,compound lever,lever
reamer,contract,written agreement,agreement,statement
rearview mirror,vascular tissue,plant tissue,plant part,natural object
Reaumur thermometer,parasitic plant,parasite,organism,living thing
recycling plant,sorcery,magic,supernaturalism,belief
redoubt,planner,person,organism,living thing
reed pipe,fire,happening,event,psychological feature
refinery,flower,angiosperm,spermatophyte,vascular plant
removable disk,wildflower,angiosperm,spermatophyte,vascular plant
resistance thermometer,gene,sequence,series,ordering
retractor,conjugated protein,protein,macromolecule,molecule
reversing thermometer,chimpanzee,great ape,anthropoid ape,ape
revetment,unsaturated fatty acid,fatty acid,carboxylic acid,acid
roach clip,camera lens,lens,optical device,device
road surface,fire,happening,event,psychological feature
rocket base,flower,angiosperm,spermatophyte,vascular plant
Rollerblade,bell tower,tower,structure,artifact
roller towel,impiety,unrighteousness,immorality,quality
row house,Niger-Congo,Niger-Kordofanian,natural language,language
royal,beech fern,fern,pteridophyte,vascular plant
rushlight,friend,person,organism,living thing
saber saw,right,abstraction,concept,idea
Sabin vaccine,outbreak,happening,event,psychological feature
safety lamp,tree fern,fern,pteridophyte,vascular plant
salinometer,electrical phenomenon,physical phenomenon,natural phenomenon,phenomenon
Salk vaccine,platform,horizontal surface,surface,artifact
saltbox,marriage,marital status,legal status,status
saltworks,geological formation,object,physical entity,entity
sampling station,endocrine gland,gland,organ,body part
sandglass,species,taxonomic group,biological group,group
sawmill,tavern,building,structure,artifact
scaffold,optical phenomenon,physical phenomenon,natural phenomenon,phenomenon
scauper,protoctist,microorganism,organism,living thing
science museum,thermometer,measuring instrument,instrument,device
scintillation counter,mallow,shrub,woody plant,vascular plant
scriber,thermometer,measuring instrument,instrument,device
scrimshaw,cotoneaster,shrub,woody plant,vascular plant
selenium cell,flower,angiosperm,spermatophyte,vascular plant
self-registering thermometer,fig tree,tree,woody plant,vascular plant
semi-detached house,contract,written agreement,agreement,statement
semigloss,root,plant organ,plant part,natural object
set gun,shovel,hand tool,tool,implement
sewage disposal plant,lily,liliaceous plant,bulbous plant,vascular plant
shed,smiler,person,organism,living thing
shortwave diathermy machine,fractional monetary unit,monetary unit,unit of measurement,definite quantity
shoulder board,religious person,person,organism,living thing
shrine,social science,science,discipline,knowledge domain
shunter,handkerchief,piece of cloth,fabric,artifact
sifter,trigonometric function,function,mathematical relation,relation
sigmoidoscope,native,person,organism,living thing
single prop,restaurant,building,structure,artifact
size stick,temporal vein,vein,blood vessel,vessel
skein,monosaccharide,carbohydrate,macromolecule,molecule
skidpan,franc,monetary unit,unit of measurement,definite quantity
ski lodge,enterprise,undertaking,work,activity
skysail,treatment,care,work,activity
slash pocket,bad person,person,organism,living thing
slate,discharge,happening,event,psychological feature
slide rule,cashbox,strongbox,box,container
slip-on,clothing store,shop,mercantile establishment,place of business
slit lamp,jasmine,shrub,woody plant,vascular plant
slop chest,coward,person,organism,living thing
slopshop,heterosexual,person,organism,living thing
small stores,sedge,marsh plant,aquatic plant,vascular plant
smelter,guardian spirit,angel,spiritual being,belief
snare drum,tulip,liliaceous plant,bulbous plant,vascular plant
snips,follower,person,organism,living thing
snowmobile,wood,plant material,material,substance
snowplow,bacteria,microorganism,organism,living thing
sod house,simpleton,person,organism,living thing
solar house,Algerian monetary unit,monetary unit,unit of measurement,definite quantity
sonic depth finder,mixed-blood,person,organism,living thing
sound camera,word game,parlor game,game,activity
spectrograph,Myanmar monetary unit,monetary unit,unit of measurement,definite quantity
spectrophotometer,whisper,speaking,utterance,auditory communication
speed skate,willow,tree,woody plant,vascular plant
spinning frame,seaplane,airplane,heavier-than-air craft,aircraft
spinning jenny,legume,climber,vine,vascular plant
spinning wheel,trigonometric function,function,mathematical relation,relation
spiral ratchet screwdriver,worker,person,organism,living thing
spitball,natural science,science,discipline,knowledge domain
spray paint,capsicum,shrub,woody plant,vascular plant
square sail,musical organization,organization,social group,group
stable,grass,gramineous plant,herb,vascular plant
stairhead,aberrance,abnormality,physical condition,condition
star drill,oil,lipid,macromolecule,molecule
starter,angiospermous tree,tree,woody plant,vascular plant
starting gate,withholding tax,income tax,tax,levy
Stassano furnace,enchanter's nightshade,evening primrose,herb,vascular plant
Statehouse,enzyme,catalyst,activator,substance
steakhouse,killer,person,organism,living thing
steam locomotive,explosive,chemical,material,substance
stereo,Norse deity,deity,spiritual being,belief
stockade,French bread,white bread,bread,starches
straight flute,pickled herring,herring,saltwater fish,seafood
strain gauge,eye,sense organ,organ,body part
street clothes,holly fern,fern,pteridophyte,vascular plant
studio apartment,wildflower,angiosperm,spermatophyte,vascular plant
subway station,national,person,organism,living thing
sunburst pleat,dollar,monetary unit,unit of measurement,definite quantity
sundial,metabolic disorder,disorder,physical condition,condition
sunglass,positional notation,numeration system,mathematical notation,notation
sunglasses,barrier,obstruction,structure,artifact
sunlamp,false morel,fungus,organism,living thing
surface gauge,expense,cost,outgo,transferred property
surgical knife,wood,plant material,material,substance
swagger stick,subshrub,shrub,woody plant,vascular plant
switch engine,oil,lipid,macromolecule,molecule
sword cane,discharge,happening,event,psychological feature
sword knot,pigment,coloring material,material,substance
synagogue,adult,person,organism,living thing
synchronous motor,name,language unit,part,relation
tabor,polypody,fern,pteridophyte,vascular plant
tachograph,wood,plant material,material,substance
tachymeter,enzyme,catalyst,activator,substance
tailor-made,reed,gramineous plant,herb,vascular plant
tambourine,larva,animal,organism,living thing
tank,drink,helping,small indefinite quantity,indefinite quantity
tank destroyer,cranesbill,geranium,herb,vascular plant
tank engine,draper,trader,merchant,businessperson
tarot card,franc,monetary unit,unit of measurement,definite quantity
taxiway,gliding joint,synovial joint,joint,body part
tea cart,insanity,mental illness,psychological state,condition
teashop,metabolic rate,rate,magnitude relation,relation
telephone bell,barrier,obstruction,structure,artifact
telephoto lens,nervous tissue,animal tissue,tissue,body part
telescope,heroin,opiate,narcotic,drug
telethermometer,hyperemia,congestion,symptom,evidence
television antenna,simpleton,person,organism,living thing
television station,glandular disease,disorder,physical condition,condition
temazepam,parnassia,marsh plant,aquatic plant,vascular plant
temple,sampling rate,rate,magnitude relation,relation
tenement,cart,wagon,wheeled vehicle,container
tenor drum,muscle,contractile organ,organ,body part
tenpin,executive department,federal department,government department,department
tepee,learner,person,organism,living thing
terra cotta,compulsive,person,organism,living thing
terra sigillata,flower,angiosperm,spermatophyte,vascular plant
tessera,connective tissue,animal tissue,tissue,body part
thermocouple,subshrub,shrub,woody plant,vascular plant
thermoelectric thermometer,legislative act,act,legal document,document
thermohydrometer,premise,postulate,proposition,statement
thermopile,social control,group action,event,psychological feature
thinning shears,franc,monetary unit,unit of measurement,definite quantity
thiopental,wood,plant material,material,substance
thioridazine,cornbread,quick bread,bread,starches
thiothixene,Finnish monetary unit,monetary unit,unit of measurement,definite quantity
three-dimensional radar,leader,person,organism,living thing
throstle,house,building,structure,artifact
thumbscrew,fortification,defensive structure,structure,artifact
tie clip,meeting,gathering,social group,group
timbrel,destiny,happening,event,psychological feature
time-delay measuring instrument,simpleton,person,organism,living thing
timer,explosive,chemical,material,substance
tobacco,drug addiction,addiction,physical condition,condition
togs,expert,person,organism,living thing
topgallant,oligosaccharide,carbohydrate,macromolecule,molecule
topsail,colitis,inflammation,symptom,evidence
town hall,beverage,liquid,fluid,substance
tract house,flower,angiosperm,spermatophyte,vascular plant
traction engine,trillium,liliaceous plant,bulbous plant,vascular plant
trading card,eating disorder,disorder,physical condition,condition
treasure house,carditis,inflammation,symptom,evidence
trepan,feather,animal material,material,substance
trestle,serving cart,handcart,wheeled vehicle,container
triazolam,good person,person,organism,living thing
tricolor television tube,grass,gramineous plant,herb,vascular plant
trident,willow,tree,woody plant,vascular plant
truck,electrical phenomenon,physical phenomenon,natural phenomenon,phenomenon
truck bed,armored vehicle,self-propelled vehicle,wheeled vehicle,container
truck stop,communicator,person,organism,living thing
tupik,rose,shrub,woody plant,vascular plant
turntable,wood,plant material,material,substance
twinjet,stucco,plaster,mixture,substance
two-man tent,multivariate analysis,statistical method,method,know-how
type slug,honeysuckle,shrub,woody plant,vascular plant
uke,party,organization,social group,group
umbrella tent,Kendall test,nonparametric statistic,statistic,datum
uneven parallel bars,Turkmen monetary unit,monetary unit,unit of measurement,definite quantity
uniform,myositis,inflammation,symptom,evidence
vacation home,domestic animal,animal,organism,living thing
vacuum gauge,tree fern,fern,pteridophyte,vascular plant
vasoconstrictor,metabolic rate,rate,magnitude relation,relation
vernier caliper,angiospermous tree,tree,woody plant,vascular plant
vestiture,Middle English,English,West Germanic,Germanic
vest pocket,radioactive waste,radioactive material,material,substance
Victrola,military post,military installation,facility,artifact
videocassette recorder,reproductive structure,plant organ,plant part,natural object
vigil light,legume,climber,vine,vascular plant
viol,beverage,liquid,fluid,substance
violin,clumsy person,person,organism,living thing
von Neumann machine,masturbator,person,organism,living thing
wainscoting,cerebral artery,artery,blood vessel,vessel
walk-up apartment,jelly fungus,fungus,organism,living thing
warehouse,culture,society,social group,group
warhead,linguistics,science,discipline,knowledge domain
washbasin,lily,liliaceous plant,bulbous plant,vascular plant
watch,angiospermous tree,tree,woody plant,vascular plant
water-base paint,Zambian monetary unit,monetary unit,unit of measurement,definite quantity
water cart,linguistics,science,discipline,knowledge domain
water gauge,inventory,list,database,information
weatherglass,eating,consumption,bodily process,organic process
weather radar,executive department,federal department,government department,department
webcam,clothing store,shop,mercantile establishment,place of business
wet-bulb thermometer,hair,body covering,covering,natural object
whaling gun,wood,plant material,material,substance
wide-angle lens,legume,climber,vine,vascular plant
widebody aircraft,sonata,classical music,music genre,expressive style
willowware,dye,coloring material,material,substance
wind farm,carving,sculpture,plastic art,art
wiper motor,shovel,hand tool,tool,implement
wire gauge,change,happening,event,psychological feature
woman's clothing,eating,consumption,bodily process,organic process
woodcarving,simpleton,person,organism,living thing
work-clothing,ore,mineral,material,substance
workstation,dye,coloring material,material,substance
yagi,barrier,obstruction,structure,artifact
yurt,pigment,coloring material,material,substance
zill,gliding joint,synovial joint,joint,body part
curvaceousness,antibody,protein,macromolecule,molecule
port-wine stain,national,person,organism,living thing
eligibility,angiospermous tree,tree,woody plant,vascular plant
ineligibility,albizzia,tree,woody plant,vascular plant
mirror image,trillium,liliaceous plant,bulbous plant,vascular plant
resemblance,chimpanzee,great ape,anthropoid ape,ape
spitting image,animal oil,animal material,material,substance
heterogeneity,contract,written agreement,agreement,statement
gap,deaf person,person,organism,living thing
permissibility,inclination,attitude,cognition,psychological feature
impermissibility,expert,person,organism,living thing
irreproducibility,thermometer,measuring instrument,instrument,device
fallibility,trillium,liliaceous plant,bulbous plant,vascular plant
scandalousness,implant,prosthesis,corrective,device
haziness,dogtooth violet,liliaceous plant,bulbous plant,vascular plant
implicitness,penis,erectile organ,organ,body part
devoutness,martial art,self-defense,protection,activity
dutifulness,polysaccharide,carbohydrate,macromolecule,molecule
godliness,gel,colloid,mixture,substance
mark of Cain,substitute,equivalent,cognition,psychological feature
undutifulness,nonreligious person,person,organism,living thing
irreligiousness,nonreligious person,person,organism,living thing
ungodliness,franc,monetary unit,unit of measurement,definite quantity
non-discrimination,classical architecture,architectural style,art form,kind
sportsmanship,potential unit,electromagnetic unit,unit of measurement,definite quantity
scrupulousness,timepiece,measuring instrument,instrument,device
venerability,peer,person,organism,living thing
incorruptness,flower,angiosperm,spermatophyte,vascular plant
incorruptibility,blue,chromatic color,color,visual property
respectability,implant,prosthesis,corrective,device
good faith,computer architecture,specification,description,statement
truthfulness,sail,piece of cloth,fabric,artifact
ignobleness,change,happening,event,psychological feature
unscrupulousness,alliaceous plant,liliaceous plant,bulbous plant,vascular plant
sleaziness,oil,lipid,macromolecule,molecule
unrespectability,party,organization,social group,group
deceptiveness,misoneism,hate,emotion,feeling
thievishness,change,happening,event,psychological feature
untruthfulness,quitter,person,organism,living thing
disingenuousness,franc,monetary unit,unit of measurement,definite quantity
gluttony,unfortunate,person,organism,living thing
thriftlessness,southern beech,tree,woody plant,vascular plant
becomingness,rich person,person,organism,living thing
modesty,reproductive structure,plant organ,plant part,natural object
political incorrectness,fringe tree,tree,woody plant,vascular plant
gaminess,gum resin,natural resin,resin,organic compound
unseemliness,power unit,electromagnetic unit,unit of measurement,definite quantity
unbecomingness,maidenhair,fern,pteridophyte,vascular plant
immodesty,shovel,hand tool,tool,implement
obscenity,farm building,building,structure,artifact
cussedness,artemisia,shrub,woody plant,vascular plant
sparkle,Jewish calendar month,calendar month,time period,fundamental quantity
primary subtractive color for light,exocrine gland,gland,organ,body part
coal black,Lesotho monetary unit,monetary unit,unit of measurement,definite quantity
ash grey,oxidation,chemical reaction,chemical process,natural process
dapple-grey,simpleton,person,organism,living thing
iron-grey,text file,computer file,file,record
tattletale grey,applicant,person,organism,living thing
sanguine,African,person,organism,living thing
chrome red,timidity,fear,emotion,feeling
Turkey red,hawthorn,shrub,woody plant,vascular plant
crimson,wood,plant material,material,substance
dark red,executive department,federal department,government department,department
purplish red,poker plant,kniphofia,herb,vascular plant
cerise,collector,person,organism,living thing
scarlet,relative,person,organism,living thing
canary yellow,elm,tree,woody plant,vascular plant
amber,rester,person,organism,living thing
brownish yellow,pressure,physical phenomenon,natural phenomenon,phenomenon
old gold,animal product,animal material,material,substance
orange yellow,helianthemum,shrub,woody plant,vascular plant
pale yellow,mental disorder,disorder,physical condition,condition
greenish yellow,unwelcome person,person,organism,living thing
greenishness,cress,crucifer,herb,vascular plant
sea green,saturated fatty acid,fatty acid,carboxylic acid,acid
sage green,violet,viola,herb,vascular plant
bottle green,simple protein,protein,macromolecule,molecule
olive green,barrier,obstruction,structure,artifact
yellow green,missile,weapon,instrument,device
bluish green,frequency,rate,magnitude relation,relation
jade green,grainfield,field,tract,geographical area
azure,spinning machine,textile machine,machine,device
powder blue,osteitis,inflammation,symptom,evidence
steel blue,nonworker,person,organism,living thing
dark blue,communicator,person,organism,living thing
greenish blue,White,person,organism,living thing
purplish blue,cellulose acetate,cellulose ester,ester,organic compound
mauve,party,organization,social group,group
reddish purple,ice skate,skate,sports equipment,equipment
pinkness,positional notation,numeration system,mathematical notation,notation
solferino,electric furnace,furnace,chamber,enclosure
yellowish pink,explosive,chemical,material,substance
coral,periodic event,happening,event,psychological feature
Vandyke brown,hornbeam,tree,woody plant,vascular plant
light brown,geological formation,object,physical entity,entity
reddish brown,amphibole,mineral,material,substance
yellowish brown,dwelling,housing,structure,artifact
puce,drink,helping,small indefinite quantity,indefinite quantity
olive brown,applicant,person,organism,living thing
taupe,gum resin,natural resin,resin,organic compound
chubbiness,community,gathering,social group,group
buxomness,root,plant organ,plant part,natural object
pliancy,broadcasting station,station,facility,artifact
power of appointment,meeting,gathering,social group,group
sea power,leave,time off,time period,fundamental quantity
recency,contract,written agreement,agreement,statement
currentness,forest,vegetation,collection,group
radio frequency,small person,person,organism,living thing
infrared,mental disorder,disorder,physical condition,condition
acceleration,tulip,liliaceous plant,bulbous plant,vascular plant
deceleration,follower,person,organism,living thing
oblateness,marriage,marital status,legal status,status
circle of curvature,contest,social event,event,psychological feature
common good,female,animal,organism,living thing
auspiciousness,ruler,person,organism,living thing
advowson,timepiece,measuring instrument,instrument,device
cabotage,Kendall test,nonparametric statistic,statistic,datum
due,clematis,climber,vine,vascular plant
human right,iris,iridaceous plant,bulbous plant,vascular plant
legal right,theater,building,structure,artifact
prerogative,dwelling,housing,structure,artifact
right of action,ore,mineral,material,substance
right of search,ectoparasite,parasite,organism,living thing
voting right,hydrometer,measuring instrument,instrument,device
water right,terminal,station,facility,artifact
duress,genitalia,reproductive organ,organ,body part
carte blanche,ruler,person,organism,living thing
firepower,Roman deity,deity,spiritual being,belief
child's body,change,happening,event,psychological feature
adult female body,pseudoscience,fallacy,misconception,idea
adult male body,barrier,obstruction,structure,artifact
mandibular notch,dollar,monetary unit,unit of measurement,definite quantity
skin graft,Revolutionary calendar month,calendar month,time period,fundamental quantity
dewlap,Amerindian,person,organism,living thing
endothelium,follower,person,organism,living thing
mesothelium,first-aid station,station,facility,artifact
neuroepithelium,implant,prosthesis,corrective,device
body hair,Hindu calendar month,calendar month,time period,fundamental quantity
cowlick,spleenwort,fern,pteridophyte,vascular plant
hairdo,salience,prominence,standing,status
facial hair,franc,monetary unit,unit of measurement,definite quantity
pubic hair,pigment,coloring material,material,substance
areolar tissue,entertainer,person,organism,living thing
flab,evasion,misrepresentation,falsehood,statement
atheroma,dye,coloring material,material,substance
cellulite,song,musical composition,music,auditory communication
puppy fat,wax,lipid,macromolecule,molecule
bone,wildflower,angiosperm,spermatophyte,vascular plant
marrow,perceiver,person,organism,living thing
elastic tissue,contest,social event,event,psychological feature
endoneurium,draft,negotiable instrument,legal document,document
meniscus,dye,coloring material,material,substance
fibrocartilage,rose,shrub,woody plant,vascular plant
hyaline cartilage,contract,written agreement,agreement,statement
skeletal muscle,hair,body covering,covering,natural object
pronator,hellebore,liliaceous plant,bulbous plant,vascular plant
supinator,farm building,building,structure,artifact
levator,unwelcome person,person,organism,living thing
antagonistic muscle,lily,liliaceous plant,bulbous plant,vascular plant
trabecula,cart,wagon,wheeled vehicle,container
ligament,leave,time off,time period,fundamental quantity
perineurium,epicondylitis,inflammation,symptom,evidence
perimysium,anomaly,abnormality,physical condition,condition
tendon,pythium,fungus,organism,living thing
tastebud,witch hazel,shrub,woody plant,vascular plant
tonsil,iron,metallic element,chemical element,substance
naked eye,adult body,human body,body,natural object
oculus dexter,intellectual,person,organism,living thing
oculus sinister,communicator,person,organism,living thing
simple eye,cardinal vein,vein,blood vessel,vessel
compound eye,rester,person,organism,living thing
eyebrow,leader,person,organism,living thing
eyelash,bowling pin,bowling equipment,game equipment,equipment
ocular muscle,empiricism,philosophical doctrine,doctrine,belief
rectus,saturated fatty acid,fatty acid,carboxylic acid,acid
organ of Corti,beverage,liquid,fluid,substance
oil gland,Ukranian monetary unit,monetary unit,unit of measurement,definite quantity
thyroid gland,oil,lipid,macromolecule,molecule
parathyroid gland,platform,horizontal surface,surface,artifact
sweat gland,leader,person,organism,living thing
adrenal gland,culture,society,social group,group
prostate gland,flower,angiosperm,spermatophyte,vascular plant
lacrimal gland,Jew,person,organism,living thing
thymus gland,grass,gramineous plant,herb,vascular plant
kidney,sedge,marsh plant,aquatic plant,vascular plant
spleen,archangel,angel,spiritual being,belief
inferior alveolar artery,bramble bush,bramble,woody plant,vascular plant
superior alveolar artery,pesticide,chemical,material,substance
ascending aorta,radar,measuring instrument,instrument,device
aortic arch,restaurant,building,structure,artifact
descending aorta,unfortunate,person,organism,living thing
abdominal aorta,legislative act,act,legal document,document
thoracic aorta,mallow,shrub,woody plant,vascular plant
common carotid artery,apprehension,fear,emotion,feeling
external carotid artery,encephalitis,inflammation,symptom,evidence
internal carotid artery,water plantain,marsh plant,aquatic plant,vascular plant
carotid body,clothing,consumer goods,commodity,artifact
inferior cerebellar artery,flounder,flatfish,saltwater fish,seafood
superior cerebellar artery,peer,person,organism,living thing
anterior cerebral artery,spinning machine,textile machine,machine,device
middle cerebral artery,restriction,rule,concept,idea
posterior cerebral artery,psychology,science,discipline,knowledge domain
circumflex artery of the thigh,jasmine,shrub,woody plant,vascular plant
circumflex humeral artery,glissando,tune,music,auditory communication
circumflex iliac artery,blood sport,sport,diversion,activity
circumflex scapular artery,mania,irrational motive,motivation,psychological feature
atrial artery,Mozambique monetary unit,monetary unit,unit of measurement,definite quantity
right coronary artery,gyromitra,fungus,organism,living thing
left coronary artery,spinel,mineral,material,substance
facial artery,simple protein,protein,macromolecule,molecule
right gastric artery,writing board,work surface,surface,artifact
left gastric artery,bullfighter,person,organism,living thing
short gastric artery,syndicate,organized crime,social group,group
common iliac artery,gum resin,natural resin,resin,organic compound
external iliac artery,gauge,measuring instrument,instrument,device
internal iliac artery,fringe tree,tree,woody plant,vascular plant
inferior labial artery,adult,person,organism,living thing
superior labial artery,thermometer,measuring instrument,instrument,device
internal maxillary artery,expert,person,organism,living thing
anterior meningeal artery,literary study,humanistic discipline,discipline,knowledge domain
middle meningeal artery,dollar,monetary unit,unit of measurement,definite quantity
posterior meningeal artery,worker,person,organism,living thing
inferior mesenteric artery,culture,society,social group,group
superior mesenteric artery,eating,consumption,bodily process,organic process
pulmonary trunk,African,person,organism,living thing
temporal artery,Finnish monetary unit,monetary unit,unit of measurement,definite quantity
anterior cardinal vein,ruler,person,organism,living thing
posterior cardinal vein,Gregorian calendar month,calendar month,time period,fundamental quantity
common cardinal vein,primitive,person,organism,living thing
anterior cerebral vein,wildflower,angiosperm,spermatophyte,vascular plant
anterior facial vein,golden thistle,thistle,weed,vascular plant
great cerebral vein,wood,plant material,material,substance
inferior cerebral vein,martial art,self-defense,protection,activity
internal cerebral vein,combatant,person,organism,living thing
middle cerebral vein,friend,person,organism,living thing
superior cerebral vein,pasture,grassland,tract,geographical area
circumflex iliac vein,blueberry,shrub,woody plant,vascular plant
circumflex femoral vein,red,chromatic color,color,visual property
inferior epigastric vein,African,person,organism,living thing
superficial epigastric vein,learning disorder,disorder,physical condition,condition
superior epigastric veins,jelly fungus,fungus,organism,living thing
episcleral veins,rheostat,resistor,electrical device,device
hypogastric vein,advocate,person,organism,living thing
external iliac vein,leader,person,organism,living thing
common iliac vein,cornbread,quick bread,bread,starches
anterior jugular vein,endoscope,medical instrument,instrument,device
external jugular vein,privet,shrub,woody plant,vascular plant
internal jugular vein,vehicular traffic,traffic,collection,group
left gastric vein,oil,lipid,macromolecule,molecule
inferior ophthalmic vein,wood,plant material,material,substance
superior ophthalmic vein,glandular disease,disorder,physical condition,condition
inferior pulmonary vein,elf,fairy,spiritual being,belief
superior pulmonary vein,Tajikistani monetary unit,monetary unit,unit of measurement,definite quantity
pyloric vein,ailment,disorder,physical condition,condition
retromandibular vein,endoscope,medical instrument,instrument,device
long saphenous vein,parasitic plant,parasite,organism,living thing
short saphenous vein,complex,whole,concept,idea
stellate venule,African,person,organism,living thing
deep temporal vein,Amerindian,person,organism,living thing
middle temporal vein,party,organization,social group,group
superficial temporal vein,flower,angiosperm,spermatophyte,vascular plant
superior thalamostriate vein,intellectual,person,organism,living thing
inferior thalamostriate vein,aquatic fern,fern,pteridophyte,vascular plant
inferior thyroid vein,locust tree,tree,woody plant,vascular plant
